x,y,led_0,led_1,led_2,led_3,led_4,led_5,led_6,led_7,led_8,led_9,led_10,led_11,led_12,led_13,led_14,led_15,led_16,led_17,led_18,led_19,led_20,led_21,led_22,led_23,led_24,led_25,led_26,led_27,led_28,led_29,led_30,led_31,led_32,led_33,led_34,led_35
720,80,0.3878058765985426,0.7554416,0.41519648,0.091004185,0.024343325,0.0,0.14847162,0.3102299245392024,0.17776942,0.05886736,0.022524128,0.0,0.044357102,0.058684785,0.042455103,0.02302724,0.0,0.0,0.016212806,0.019127773,0.016037134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009331864,0.024152232,0.023236139,0.0,0.0,0.0,0.031045292,0.06960883,0.10266837,0.0,0.0,0.009024233,0.06055141,0.20341788,0.4674926,0.0,0.0,0.025330802,0.098666355,0.40208057,0.7883511641556886
960,720,0.1143674,0.28721577,0.30107504,0.11061716,0.030480478,0.010725866,0.19549873,0.5944412747014058,0.65924805,0.21087928,0.045853477,0.0129168965,0.109489046,0.32002622,0.31219006,0.110643074,0.029489271,0.012845911,0.038825404,0.08467227,0.0859192,0.044288088,0.018012812,0.0,0.018508863,0.016589852,0.020910315,0.017067766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,80,0.0,0.0,0.028568832,0.11793933,0.47410595,0.7126465,0.0,0.0,0.018296141,0.062096376,0.2399577,0.2854408,0.0,0.0,0.0,0.026958719,0.04684069,0.059328508,0.0,0.0,0.0,0.0,0.015832083,0.015953152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145356655,0.02599052,0.0322943,0.030739203,0.01899544,0.0,0.028124148,0.067871444,0.12677209,0.114420064,0.04371029,0.018248176,0.028995883,0.1936241,0.5238847,0.45598795155368615,0.11797643,0.018158061,0.054621853,0.2881059,0.7134310679865499,0.4428207091569548,0.13557637
2560,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018613236,0.026835814,0.023731403,0.0,0.0,0.015562993,0.04157982,0.084601335,0.096839376,0.0,0.0,0.024712192,0.098685905,0.30137518,0.45224357,0.0,0.0,0.036588937,0.15450346,0.56634575,0.7555558
720,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024985962,0.032604832,0.025076637,0.018484306,0.0,0.0,0.093041524,0.14027034,0.09822745,0.0329771,0.0,0.0,0.31621483,0.5250666276682046,0.32723284,0.08163921,0.02344789,0.0,0.37727588,0.74519813,0.35386363,0.081918016,0.020150878,0.0
2240,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013634633,0.024590164,0.024312895,0.025767466,0.0,0.0,0.028457759,0.108958155,0.1774855,0.10833901,0.0,0.021215528,0.06153479,0.27636814,0.59130436,0.33773163,0.0,0.0,0.06680439,0.29285148,0.6281263898836218,0.39197388,0.0,0.014705883,0.044865225,0.13867961,0.22510652,0.14914578
880,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03033762,0.045738894,0.042263996,0.026091352,0.0,0.0,0.093492895,0.21601634,0.18700445,0.06256318,0.024817137,0.0,0.26068825,0.51069789899728,0.5184129,0.15150735,0.039787695,0.0,0.20671244,0.5129052,0.41472298,0.111159,0.02784003,0.0
1840,1760,0.0,0.0,0.0,0.01830544,0.018281804,0.0,0.0,0.0,0.044989772,0.06383507,0.039376322,0.024306564,0.0,0.03768506,0.13450389,0.3146903,0.26055133,0.07576508,0.0163689,0.061973985,0.2434208,0.77019393,0.54310346,0.13200597,0.017376797,0.026533416,0.14365658,0.38521,0.31385114770564865,0.09855885,0.0,0.023109244,0.064478405,0.10346699,0.08584551,0.04083108
720,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.024922537,0.021652969,0.02651304,0.013909588,0.0,0.0,0.0839416,0.1257066,0.08480976,0.034821678,0.015857525,0.0,0.2558356,0.5195103,0.2981189,0.068969704,0.024033437,0.0,0.40398604,0.6095622768015022,0.3959382,0.09327493,0.025852801,0.0,0.16108778,0.2812125,0.16099578,0.049578596,0.016179726,0.0
0,880,0.18821393,0.09221365,0.02777052,0.012290795,0.0,0.0,0.62053543,0.18349126980939698,0.050159197,0.01587248,0.0,0.0,0.50028074,0.17519599,0.037245236,0.015164279,0.0,0.0,0.12884913,0.07064524,0.026060345,0.0,0.0,0.0,0.031543273,0.01929703,0.012491876,0.0,0.0,0.0,0.0127129415,0.0,0.0,0.0,0.0,0.0
2640,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017100636,0.0,0.0,0.0,0.029205281,0.05750204,0.05636208,0.0,0.0,0.01813292,0.059432935,0.18025078,0.27776366,0.0,0.0,0.024653155,0.10383922,0.3631390611595014,0.7640518,0.0,0.0,0.024051469,0.08923314,0.3338756,0.49654844
2720,1600,0.0,0.0,0.0,0.0133368205,0.023297956,0.021451732,0.0,0.0,0.0,0.027152205,0.04334038,0.101266146,0.0,0.0,0.011113593,0.06691623,0.25347647,0.4466942,0.0,0.0,0.021551518,0.08451473,0.33611557,0.7539577114876309,0.0,0.0,0.017217537,0.0469982,0.11607568,0.266256,0.0,0.0,0.0,0.024730327,0.052169103,0.061291818
2000,2240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154969795,0.0,0.0,0.01431506,0.0,0.01588156,0.03615152,0.07554058,0.08416687,0.03979954,0.0,0.027858023,0.08590724,0.27944383,0.33548316,0.114090495,0.014859228,0.021441143,0.15443644,0.5789812,0.7689574473041152,0.25053418,0.0,0.027684119,0.12256015,0.35285333,0.36934438,0.15122414
1120,240,0.13534635,0.4241907,0.7764855,0.31343642,0.070285544,0.017959591,0.07852379,0.28198551885153333,0.40068665,0.21510182,0.06844609,0.015202805,0.033127453,0.07315303,0.088190876,0.056636754,0.021750374,0.01062969,0.014958863,0.022429062,0.023487927,0.019356597,0.012277952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0,0.2990817991407177,0.68297774,0.46638137,0.114016734,0.028805727,0.0,0.110951714,0.2300798199611291,0.1611682,0.061696365,0.024829486,0.0,0.032142177,0.045851246,0.035219997,0.023032123,0.01070208,0.0,0.01421092,0.016577404,0.015754243,0.010632497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.043994766,0.03146447,0.030827476,0.0,0.0,0.0,0.18613137,0.19589865,0.079359286,0.027826086,0.012402601,0.0,0.51649964,0.5802708,0.20280899,0.04342326,0.017849257,0.0,0.51511997,0.47775649690480054,0.18568644,0.040706675,0.0,0.0,0.14598614,0.1734694,0.06814687,0.024688203,0.0,0.0
2480,800,0.0,0.0,0.022000501,0.077464074,0.2241898,0.21548384,0.0,0.0,0.03593764,0.14135942,0.47467226,0.5586387,0.0,0.0,0.012679199,0.11923958,0.34837765,0.44422218,0.0,0.0,0.012419316,0.049078755,0.097439915,0.10190598,0.0,0.0,0.0,0.018036589,0.0197621,0.025301676,0.0,0.0,0.0,0.0,0.0,0.0113686435
0,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.045291882,0.020024288,0.01676582,0.0,0.0,0.0,0.20269512,0.09532026,0.026485438,0.01235608,0.0,0.0,0.6367489,0.20836566,0.04965336,0.0,0.0,0.0,0.5245047,0.224596,0.044264693,0.0,0.0,0.0,0.14492753,0.0882353,0.02252339,0.011472832,0.0,0.0
2800,1040,0.0,0.0,0.0,0.024843097,0.069635,0.11335885,0.0,0.0,0.0,0.04399922,0.14032769,0.459222,0.0,0.0,0.017187359,0.06234204,0.25552616,0.69340193,0.0,0.0,0.0,0.03563985,0.10579937,0.2299873,0.0,0.0,0.0,0.017186068,0.026098521,0.0479555,0.0,0.0,0.0,0.0,0.015781319,0.018406374
880,1760,0.0,0.017007707,0.01034588,0.01218119,0.0,0.0,0.045559883,0.04843675,0.06868578,0.033780426,0.0,0.0,0.122815214,0.30309555,0.2520375,0.08761584,0.026047498,0.0,0.21689571,0.69650596,0.5670273,0.1496373,0.040081777,0.0,0.16970803,0.2776717811333676,0.32582968,0.10409689,0.03219654,0.0,0.054007232,0.10354142,0.08597121,0.04283191,0.016173732,0.0
880,240,0.2619728,0.68098116,0.5899874,0.15559624,0.03469437,0.0127213765,0.14632763,0.4362422793229748,0.32542527,0.11229961,0.034090906,0.010306987,0.050252665,0.09217438,0.074666396,0.03875316,0.015369602,0.0,0.01770132,0.024962576,0.022133168,0.016902944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,320,0.7463623510323414,0.35609883,0.07869497,0.018348191,0.0,0.0,0.4657828,0.26829383,0.06317305,0.019870838,0.0,0.0,0.12296462,0.08102288,0.028507248,0.013479359,0.0,0.0,0.026925953,0.024738586,0.017750418,0.0,0.0,0.0,0.011958109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023582255,0.026346773,0.020239675,0.015741548,0.0,0.0,0.083769634,0.11430624,0.070356205,0.025352994,0.0,0.0,0.31856102,0.4702389097047466,0.24938792,0.060979355,0.020176163,0.0,0.4639379,0.78495127,0.29495066,0.06720087,0.018027889,0.0
2320,880,0.0,0.0,0.028859558,0.09854103,0.2060701,0.1429284,0.0,0.0,0.053001627,0.21882762,0.5325053,0.38908878,0.0,0.015954122,0.047006384,0.20584105,0.4781654,0.40516424,0.0,0.0,0.02749223,0.08260633,0.14285947,0.11334181,0.0,0.0,0.0,0.024478227,0.02645403,0.030303169,0.0,0.0,0.0,0.0,0.0,0.0
80,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.03108792,0.0,0.0,0.0,0.0,0.0,0.13271683,0.078017905,0.026025802,0.0112328,0.0,0.0,0.51109445,0.20118026,0.054698084,0.017175574,0.0,0.0,0.7062044,0.3324337926141317,0.06608179,0.01855192,0.0,0.0,0.25623983,0.14537294,0.03172747,0.0,0.0,0.0
2400,560,0.0,0.0,0.035864454,0.145659,0.4493917,0.3708942,0.0,0.0,0.04326663,0.19231516,0.6284150643156943,0.5158647,0.0,0.0,0.02761248,0.09238978,0.21114968,0.22050428,0.0,0.0,0.015037055,0.03353326,0.049895506,0.045303132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,1040,0.0,0.0,0.0,0.03429507,0.09295412,0.11399351,0.0,0.0,0.020903427,0.06780924,0.20983085,0.4589186,0.0,0.0,0.024555748,0.09912945,0.3719049,0.7371567,0.0,0.0,0.0,0.052071977,0.14662124,0.23346335,0.0,0.0,0.0,0.021810606,0.030603025,0.050040524,0.0,0.0,0.0,0.0,0.015792385,0.016370846
2320,560,0.0,0.0,0.04253506,0.18436193,0.4824041,0.3232622,0.0,0.0,0.05223599,0.24570726,0.7124736,0.43701625,0.0,0.0,0.030993598,0.1137321,0.22371309,0.20764977,0.0,0.0,0.017654793,0.03903087,0.05150879,0.043330204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019469984,0.019065637,0.016479455,0.013196529,0.0,0.023687752,0.057197273,0.10510384,0.09167538,0.03516375,0.013961605,0.043825556,0.15292554,0.3863141,0.32872292,0.085461795,0.020412568,0.031357672,0.24191828,0.7219332,0.6089704742998141,0.1532811,0.0145497965,0.03841537,0.162555,0.32669306,0.24697876,0.0820463
2000,160,0.0,0.032743532,0.14783718,0.55517787,0.7134352,0.22567657,0.0,0.023300476,0.08155948,0.2800648,0.46868277,0.11462804,0.0,0.0,0.032120638,0.06515024,0.06221029,0.04474358,0.0,0.0,0.011367439,0.021245083,0.020898642,0.01270648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018668612,0.011177347,0.0,0.0,0.03733857,0.057873484,0.052980676,0.03173266,0.015630536,0.0,0.113167055,0.27339965,0.22996105,0.0736096,0.027956929,0.0,0.28215262,0.5387087582644678,0.5871182,0.15798709,0.041230645,0.0,0.1784897,0.46218488,0.38053742,0.105754904,0.0270446,0.0
560,1840,0.0,0.0,0.012988932,0.0,0.0,0.0,0.051991865,0.03867879,0.039751217,0.01664183,0.0,0.0,0.19792251,0.2587489,0.11693039,0.035383318,0.0,0.0,0.47105592,0.70146435,0.266328,0.05627045,0.018557994,0.0,0.39857823,0.428595080991158,0.19693054,0.046122137,0.019260205,0.0,0.10806001,0.13715486,0.0701226,0.026550462,0.0,0.0
2240,2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017750878,0.034260042,0.043425225,0.029169848,0.0,0.016714731,0.035510797,0.106052354,0.17371996,0.11284946,0.0,0.0,0.06680439,0.2893024,0.6442642434990707,0.3741558,0.0,0.019604364,0.08473237,0.32735816,0.6814179,0.38897002
320,960,0.1533238,0.1381876,0.04982358,0.017520921,0.0,0.0,0.6220264,0.38496131583334586,0.11817199,0.02833409,0.011361338,0.0,0.585626,0.4384926,0.101057254,0.026114793,0.010246402,0.0,0.1697831,0.14766641,0.057195794,0.018866815,0.0,0.0,0.041710116,0.03296576,0.020311933,0.0112817185,0.0,0.0,0.012883627,0.016197087,0.0,0.0,0.0,0.0
2240,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010400926,0.0,0.015153959,0.0,0.0,0.022259038,0.04942432,0.06806538,0.044398356,0.0,0.0176388,0.041381784,0.15814897,0.27899686,0.17484117,0.0,0.0,0.07332189,0.32723528,0.7633064671055987,0.4329887,0.0,0.019807924,0.06933231,0.26438504,0.501328,0.31182563
2480,1840,0.0,0.0,0.0,0.0,0.017085167,0.015512921,0.0,0.0,0.015993604,0.026328862,0.03038882,0.043804698,0.0,0.0,0.025640158,0.09164792,0.23572068,0.22223468,0.0,0.013771997,0.034938045,0.17057513,0.5600836,0.6245808,0.0,0.0,0.02797094,0.120377764,0.3400223092934914,0.4543557,0.0,0.0,0.022267077,0.05965873,0.12992013,0.11964143
240,1680,0.0,0.019930905,0.0,0.0,0.0,0.0,0.09915975,0.045335904,0.034613308,0.0,0.0,0.0,0.40120888,0.25462556,0.06411779,0.020780679,0.0,0.0,0.7867718146702185,0.41384652,0.112180255,0.023691623,0.0,0.0,0.35846037,0.2148015557072748,0.0643249,0.019315505,0.0,0.0,0.07564621,0.07382953,0.025268061,0.0,0.0,0.0
800,1920,0.0,0.008503853,0.0,0.0,0.0,0.0,0.033468686,0.029400965,0.0411033,0.020631116,0.0,0.0,0.108646825,0.20102194,0.14369759,0.054479077,0.018541107,0.0,0.24542941,0.65901554,0.4384652,0.10801195,0.030303031,0.0,0.2694111,0.4323794840930857,0.38208848,0.09948131,0.031042181,0.0,0.08941067,0.17256904,0.122048415,0.046911135,0.016173732,0.0
1840,0,0.02108649,0.048365664,0.22597578,0.66265696,0.52394515,0.13073541,0.0,0.030544806,0.09140076,0.22527312,0.25660676,0.058749825,0.0,0.0145356655,0.029303038,0.043755174,0.036838252,0.024690978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015413738,0.0,0.0,0.0,0.021055587,0.04091521,0.046206675,0.037050657,0.018053183,0.0,0.04941888,0.16547686,0.21647143,0.10905125,0.03922039,0.0,0.1240876,0.29229007531339374,0.717728322415895,0.29502705,0.08026393,0.020300182,0.10170353,0.362545,0.58644646,0.23124132,0.053032313,0.018122042
2720,880,0.0,0.0,0.0,0.03634937,0.12160858,0.1763532,0.0,0.0,0.0197404,0.063089915,0.2301388,0.64264065,0.0,0.0,0.014230105,0.07010439,0.25054893,0.5693065,0.0,0.0,0.0,0.035548814,0.0846395,0.14024773,0.0,0.0,0.0,0.015975265,0.01893868,0.033708278,0.0,0.0,0.0,0.0,0.0,0.0
400,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.02304794,0.0,0.012946129,0.0,0.0,0.0,0.095732726,0.09044414,0.040009916,0.01881494,0.0,0.0,0.4047374,0.35759822,0.11454697,0.029130908,0.0,0.0,0.7515873,0.6445354638827858,0.17841658,0.039938163,0.0,0.0,0.317315,0.29741898,0.08392428,0.026997402,0.0,0.0
2800,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022932421,0.023978604,0.0,0.0,0.0,0.026172303,0.061389763,0.1021601,0.0,0.0,0.015746828,0.04818346,0.16629322808221633,0.46513897,0.0,0.0,0.022106882,0.07546574,0.3259407,0.7616906
720,2720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017940091,0.02099877,0.018887227,0.0,0.0,0.0,0.058909304,0.08708692,0.060425635,0.025876442,0.01414202,0.0,0.2337979,0.36102787,0.2427769,0.066220045,0.0216693,0.0,0.40557954,0.7935174,0.3687039,0.084644005,0.022802308,0.0
2560,0,0.0,0.0,0.0299486,0.11453975,0.43282422,0.68171614,0.0,0.0,0.016975569,0.05563835,0.19777553,0.22812678,0.0,0.0,0.0,0.02471216,0.037034694,0.047215603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,560,0.0,0.02754139,0.10536461,0.39592052,0.46673572,0.15114166,0.0,0.02841952,0.1381828,0.53527075,0.80731684,0.1780532,0.0,0.02224589,0.0701156,0.2021904,0.21281968,0.10911286,0.0,0.014189814,0.026775042,0.05316249,0.05015674,0.029987294,0.0,0.0,0.0,0.015927764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,560,0.01954191,0.050225884,0.2042092,0.50575316,0.32505307,0.07582939,0.020023044,0.052531984,0.27822325,0.7449081,0.5568181,0.08425962,0.0,0.037885424,0.117775664,0.23729289,0.16180404,0.05967932,0.0,0.020853598,0.039233707,0.055844918,0.045206487,0.021776477,0.0,0.0,0.0,0.015975265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014429782,0.0,0.0,0.01808752,0.0393148,0.06562576,0.05265405,0.0,0.015147867,0.029210495,0.112154,0.25757575,0.22744602,0.0,0.0,0.046708755,0.21643907,0.6087237081794582,0.582527,0.0,0.0,0.047335338,0.17706338,0.4726538,0.41576752
