x,y,led_0,led_2,led_4,led_12,led_14,led_16,led_24,led_26,led_28
580,1080,0.089922614,0.0639811,0.0118745295,0.4452555,0.24798013,0.016821919,0.05396246,0.039229687,0.0
340,0,0.688773717831394,0.1325906,0.012943308,0.04264141,0.022227187,0.0,0.0,0.0,0.0
520,810,0.22306117,0.10536461,0.013719907,0.35513756,0.15160352,0.014378056,0.027632952,0.02036719,0.0
680,270,0.40843969732210283,0.37392896,0.022312013,0.07287356,0.06649535,0.012209129,0.0,0.0,0.0
350,2620,0.0,0.0,0.0,0.027033176,0.017187359,0.0,0.45957655,0.11948752,0.0
2670,600,0.0,0.01851368,0.24765795,0.0,0.018032638,0.15686752,0.0,0.0,0.0
2580,600,0.0,0.023114162,0.3077919,0.0,0.020827698,0.18329985,0.0,0.0,0.0
2140,2640,0.0,0.0,0.0,0.0,0.016546907,0.02659185,0.0,0.07359345,0.4909026
210,1670,0.018661777,0.014432147,0.0,0.4190435,0.062268954,0.0,0.34525096,0.0585555,0.0
2670,2710,0.0,0.0,0.0,0.0,0.0,0.021956574,0.0,0.018849747,0.20531934
1050,440,0.13902788,0.5839338,0.051355444,0.05165637,0.15555504,0.024133138,0.0,0.013000997,0.0
490,700,0.31619108,0.12415055,0.012728112,0.2961814,0.11805744,0.011954135,0.020333681,0.017659593,0.0
510,700,0.30529010208944213,0.12962794,0.013719907,0.28832117,0.12566495,0.013227404,0.02059437,0.016854824,0.0
500,2680,0.0,0.0,0.0,0.021877304,0.018275686,0.0,0.35948905,0.15832095,0.0
2630,1810,0.0,0.0,0.017385002,0.0,0.021131998,0.20814577,0.0,0.020719985,0.22893924
540,350,0.5089308983604767,0.24285592,0.016567435,0.11005054,0.06284767,0.010978287,0.012252347,0.0,0.0
160,1860,0.013938528,0.0,0.0,0.251173,0.04291376,0.0,0.53174955,0.067347504,0.0
2710,360,0.0,0.019295894,0.3070153,0.0,0.0,0.08294706,0.0,0.0,0.0
1070,2400,0.0,0.0,0.0,0.023582255,0.044799834,0.017331056,0.14963503,0.6902403134625049,0.06974244
190,940,0.17344056,0.03847815,0.0,0.6112703228381784,0.06538791,0.0,0.03941062,0.01879307,0.0
1840,1590,0.0,0.02069176,0.024592286,0.016563727,0.17461866,0.35935593,0.015597541,0.106535636,0.19749554
2040,1120,0.0,0.03609173,0.10276987,0.0,0.12679198,0.69694877,0.0,0.02661313,0.054110516
1700,1700,0.0,0.018307235,0.0,0.018877523,0.20793886,0.23040529,0.022164393,0.18238801,0.21536298
2310,2720,0.0,0.0,0.0,0.0,0.0,0.022932421,0.0,0.04073438,0.3868086569119715
2240,210,0.0,0.07105986,0.78562057,0.0,0.022768166,0.07782386,0.0,0.0,0.0
1680,2230,0.0,0.0,0.0,0.0,0.061423674,0.061921358,0.027372263,0.37068287,0.43618001493824243
430,1950,0.0,0.0,0.0,0.17630544,0.06649535,0.0,0.5833359,0.1616907,0.0
380,410,0.5954932000290276,0.14181004,0.011485554,0.15244244,0.052392654,0.0,0.013568482,0.0,0.0
2210,150,0.0,0.077321835,0.78332907,0.0,0.022259038,0.063794985,0.0,0.0,0.0
2590,2570,0.0,0.0,0.0,0.0,0.0,0.030495243,0.0,0.02661313,0.32368096105445476
1680,2070,0.0,0.0,0.0,0.0,0.09100847,0.09592159,0.027632952,0.35077757,0.40360676666686707
610,2400,0.0,0.0,0.0,0.04138759,0.033152614,0.0,0.48331597,0.30577943,0.02044175
1050,1710,0.0,0.019330459,0.0,0.08366086,0.3324768,0.04015062,0.10297185,0.32870874,0.04779762
570,170,0.5369336589950638,0.28886783,0.018379498,0.06530381,0.044518076,0.0,0.0,0.0,0.0
440,2380,0.0,0.0,0.0,0.048006736,0.029589208,0.0,0.65050375,0.20019495,0.0
720,1040,0.087595485,0.093112916,0.0152731035,0.31948343,0.33698493,0.021964211,0.044056308,0.038968988,0.0
2810,2610,0.0,0.0,0.0,0.0,0.0,0.026159506,0.0,0.01812432,0.17165057
70,480,0.5196354250843981,0.051921636,0.0,0.19045089,0.029303038,0.0,0.01459854,0.0,0.0
150,2100,0.0,0.0,0.0,0.12577203,0.028739518,0.0,0.7504794825525783,0.08223386,0.0
2000,510,0.0,0.11244338,0.5151437,0.0,0.06367776,0.17926748,0.0,0.0,0.0
1980,1180,0.0,0.036182642,0.083597116,0.0,0.15553151,0.6565016,0.0,0.035285186,0.06523323
1780,90,0.022376232,0.276279,0.48479196,0.0,0.039797246,0.04391315,0.0,0.0,0.0
1730,1090,0.0,0.06997082,0.087335594,0.018528916,0.304019,0.37546885,0.0,0.040462818,0.04015157
10,1160,0.07701899,0.02069176,0.0,0.69923,0.045054156,0.0,0.07038582,0.018725064,0.0
2090,2510,0.0,0.0,0.0,0.0,0.0,0.03903391,0.0,0.099485405,0.6250972
2350,1670,0.0,0.0,0.021227026,0.0,0.041700475,0.39595023,0.0,0.03313063,0.26659387
2120,2440,0.0,0.0,0.0,0.0,0.022259038,0.0480605,0.0,0.09858996,0.6991990380839721
1150,750,0.069694504,0.30057502,0.046854775,0.06878158,0.37743878,0.04770053,0.016684046,0.021996565,0.0
2030,360,0.0,0.12469508,0.65544915,0.0,0.044799834,0.11734568,0.0,0.0,0.0
1710,1830,0.0,0.0,0.015014239,0.017588554,0.15440448,0.17540863,0.021707395,0.2306062,0.29640538
920,640,0.1494583,0.34395102,0.02925188,0.1070195,0.23611487,0.025128078,0.016451921,0.017651564,0.0
320,400,0.6314855333777558,0.11998,0.0,0.15103874,0.044266205,0.0,0.013111484,0.0,0.0
490,2480,0.0,0.0,0.0,0.034813855,0.026485438,0.0,0.5486259,0.21065519833086746,0.016223744
1880,810,0.0,0.09737722,0.22168308,0.0,0.14257154,0.35325688,0.0,0.019552503,0.022703713
490,2620,0.0,0.0,0.0,0.026108926,0.01979278,0.0,0.4137462,0.17419297,0.015631927
2410,30,0.0,0.042744815,0.59863186,0.0,0.0,0.043181263,0.0,0.0,0.0
2040,470,0.0,0.10590914,0.5713177,0.0,0.053252634,0.1654062,0.0,0.0,0.0
2440,2050,0.0,0.0,0.0,0.0,0.021977277,0.13901503,0.0,0.039919693,0.5422470095886798
2750,120,0.0,0.018420873,0.2999534,0.0,0.0,0.043669187,0.0,0.0,0.0
1670,2270,0.0,0.0,0.0,0.0,0.05381616,0.056269925,0.029770141,0.40405104,0.41560225819175667
300,610,0.4327070615137831,0.08768381,0.0,0.2753353,0.06185979,0.0,0.017431201,0.011948752,0.0
2770,2100,0.0,0.0,0.0,0.0,0.0,0.08092239,0.0,0.017923128,0.23568135
2360,880,0.0,0.028284736,0.19751489,0.0,0.044466134,0.46855965,0.0,0.0,0.02629928
130,2590,0.0,0.0,0.0,0.030923516,0.0,0.0,0.48879042,0.06517501,0.0
2010,860,0.0,0.06295598,0.21667099,0.0,0.10594175,0.45533228,0.0,0.017380003,0.02677608
1810,320,0.0,0.2442172,0.49500254,0.0,0.0639061,0.088844575,0.0,0.0,0.0
710,1020,0.09341331,0.092990756,0.015234837,0.31695676,0.31910712,0.019760916,0.042859863,0.035303127,0.0
2510,1810,0.0,0.0,0.016704297,0.0,0.0242735,0.2544523,0.0,0.026884692,0.29432980626184957
2420,2210,0.0,0.0,0.0,0.0,0.019240042,0.0907793,0.0,0.043450005,0.6130849115250867
660,1650,0.0,0.018227689,0.0,0.2550516,0.20850238,0.018785069,0.22914495,0.17026971,0.0195237
1810,500,0.0,0.19852725,0.4033135,0.0,0.094130374,0.14093956,0.0,0.0,0.0
1670,1860,0.0,0.0,0.0,0.017405951,0.15601368,0.15064374,0.024765382,0.27074787,0.28047284
230,1720,0.0,0.0,0.0,0.3673587893741055,0.06095424,0.0,0.39466113,0.06571813,0.0
1000,2060,0.0,0.0,0.0,0.049410444,0.11918447,0.024640156,0.18409394,0.64561796,0.05479435
1990,120,0.0,0.14874202,0.6892559469401311,0.0,0.029859697,0.055379357,0.0,0.0,0.0
2620,720,0.0,0.01960272,0.21816072,0.0,0.021131998,0.22808363,0.0,0.0,0.0
1050,2750,0.0,0.0,0.0,0.0,0.0197232,0.0,0.099581994,0.37176913,0.0497754
870,1600,0.0,0.024231138,0.0,0.1650758,0.34278086,0.028543547,0.13460761,0.2088316,0.028257713
2370,1960,0.0,0.0,0.013120714,0.0,0.027894238,0.19248597,0.0,0.043721568,0.49039873645962495
2760,450,0.0,0.016761746,0.24229874,0.0,0.0,0.094679296,0.0,0.0,0.0
2370,430,0.0,0.0422003,0.5692467,0.0,0.024794878,0.14407586,0.0,0.0,0.0
150,2090,0.0,0.0,0.0,0.12408758,0.029021276,0.0,0.7454148791414329,0.079839386,0.0
1020,280,0.1697641,0.68990207,0.051874083,0.04239191,0.09368348,0.01902903,0.0,0.0,0.0
2560,660,0.0,0.023636902,0.27713358,0.0,0.023386078,0.22859234,0.0,0.0,0.0
1990,2250,0.0,0.0,0.0,0.0,0.03833896,0.080751404,0.014645692,0.15777783,0.765390043387696
1780,920,0.0,0.09610777,0.14755371,0.0,0.22287214,0.35032934,0.0,0.02552688,0.027355872
910,150,0.24495240483555394,0.626198,0.038454458,0.040988207,0.05730851,0.014881679,0.0,0.0,0.0
1130,100,0.12605277,0.7982663,0.07179822,0.024705222,0.057673085,0.0180133,0.0,0.0,0.0
1990,130,0.0,0.15398078,0.7003379,0.0,0.030993598,0.054159548,0.0,0.0,0.0
2630,1170,0.0,0.0,0.0661797,0.0,0.025320176,0.4154672,0.0,0.0,0.040967148
120,250,0.7497590822352682,0.07077998,0.0,0.099101625,0.023109218,0.0,0.0,0.0,0.0
930,370,0.21122229,0.56145597,0.03767651,0.06120157,0.11495807,0.01841043,0.0,0.011414127,0.0
260,2650,0.0,0.0,0.0,0.026951151,0.0,0.0,0.45804235,0.087714694,0.0
1620,1890,0.0,0.0,0.0,0.01917047,0.15665855,0.12760015,0.028936394,0.31438157,0.2710798856325659
1000,1920,0.0,0.0,0.0,0.06597417,0.1865251,0.028299585,0.16145079,0.5227579,0.049300693
150,2270,0.0,0.0,0.0,0.07186974,0.023109218,0.0,0.7877998,0.08489753,0.0
2400,370,0.0,0.04139867,0.5927108,0.0,0.021695517,0.12271286,0.0,0.0,0.0
1900,2340,0.0,0.0,0.0,0.0,0.033529438,0.057695515,0.019551616,0.20455442073269867,0.6633231070997008
320,250,0.7459861245528813,0.13231835,0.011852919,0.09769792,0.03295269,0.0,0.0,0.0,0.0
240,2030,0.0,0.0,0.0,0.15131949,0.037474077,0.0,0.70724714,0.098305635,0.0
860,2010,0.0,0.0,0.0,0.07602568,0.12360198,0.01901121,0.2651199,0.49816376,0.03732841
2050,880,0.0,0.0568422,0.20942272,0.0,0.09969305,0.48965833,0.0,0.018466253,0.026311826
500,1980,0.0,0.0,0.0,0.14907502,0.072467685,0.011954135,0.56074035,0.2123619,0.0
210,1950,0.0,0.0,0.0,0.20177037,0.041136958,0.0,0.6395115401385625,0.08727784,0.0
2050,300,0.0,0.11816178,0.7170593,0.0,0.0394464,0.09782874,0.0,0.0,0.0
2250,1160,0.0,0.023414358,0.09396842,0.0,0.06910421,0.76677233,0.0,0.021725003,0.055012356
480,2730,0.0,0.0,0.0,0.020213362,0.0,0.0,0.330292,0.14012627,0.016834382
1780,2640,0.0,0.0,0.0,0.0,0.021392198,0.025372041,0.021115746,0.20673512,0.36825213
1030,2170,0.0,0.0,0.0,0.04161023,0.08805024,0.021200504,0.17918666,0.7142496914884525,0.064632
850,740,0.14617583,0.24693982,0.02359779,0.14977808,0.2845903,0.023705462,0.019551616,0.021725003,0.0
1670,460,0.024897287,0.30355236,0.3196997,0.0,0.11523983,0.10734326,0.0,0.0,0.0
2770,2230,0.0,0.0,0.0,0.0,0.011736896,0.05928275,0.0,0.018305676,0.24930692325943815
490,1990,0.0,0.0,0.0,0.14795059,0.07241231,0.010895552,0.5645011,0.2017705,0.0
2320,750,0.0,0.03456897,0.3014661,0.0,0.043109275,0.3620395,0.0,0.0,0.019840522
2350,200,0.0,0.04953522,0.72663736,0.0,0.0197232,0.07172481,0.0,0.0,0.0
130,1870,0.0,0.0,0.0,0.24679333208591842,0.038319357,0.0,0.53180397,0.060992476,0.0
1630,1060,0.0,0.08574059,0.079471916,0.022826454,0.37530428,0.30480054,0.0,0.04073438,0.03453035
110,2580,0.0,0.0,0.0,0.031443007,0.014030177,0.0,0.495597165757077,0.060165033,0.0
490,820,0.22301644,0.09657038,0.012943308,0.38854575,0.14059822,0.012952469,0.026850887,0.020119242,0.0
960,2170,0.0,0.0,0.0,0.04379562,0.08565503,0.020222958,0.22091492,0.659338449573297,0.050478052
320,1090,0.10203561,0.038716793,0.0,0.7152909281223817,0.11260599,0.009758477,0.064338766,0.027475515,0.0
2180,860,0.0,0.041591857,0.21980305,0.0,0.06690501,0.49214292,0.0,0.016718807,0.026153415
2540,2320,0.0,0.0,0.0,0.0,0.0,0.058794826,0.0,0.031839408,0.4658605493075072
960,2550,0.0,0.0,0.0,0.020459438,0.031329747,0.0,0.16918665,0.51298165,0.044844285
840,690,0.1704323,0.27348348,0.02562775,0.1431692,0.24646305,0.021984577,0.014859228,0.018725064,0.0
980,620,0.13295211,0.38334206,0.035723533,0.08646827,0.2447225,0.027811661,0.015641294,0.016836876,0.0
190,1120,0.09435311,0.029676337,0.0,0.7783492,0.07692047,0.0,0.068039626,0.023428999,0.0
490,400,0.5558617499126628,0.1966522,0.0,0.13068965,0.06055438,0.0,0.013816476,0.0,0.0
2630,2600,0.0,0.0,0.0,0.0,0.0,0.026835814,0.0,0.023678364,0.28203952317792363
1720,710,0.020168442,0.17500398,0.21977738,0.01784635,0.18145342,0.2060074,0.0,0.017852286,0.015331312
2190,2170,0.0,0.0,0.0,0.0,0.030430077,0.10856306,0.0,0.085270636,0.7899446657828301
450,2250,0.0,0.0,0.0,0.07102751,0.03648081,0.0,0.698717,0.21617702,0.0
2610,170,0.0,0.025864698,0.44336617,0.0,0.0,0.056605954,0.0,0.0,0.0
2280,1160,0.0,0.02330735,0.0915819,0.0,0.06311423,0.74772,0.0,0.020833334,0.05587342
220,1120,0.09621779,0.030765379,0.0,0.78806335,0.082273915,0.0,0.0713787,0.023082817,0.0
20,730,0.29270908,0.035393797,0.0,0.3696526,0.03412873,0.0,0.023491863,0.0,0.0
1850,1900,0.0,0.0,0.014813448,0.0,0.09974303,0.19443765,0.0177268,0.1825127,0.43466305106193587
2130,2360,0.0,0.0,0.0,0.0,0.026378615,0.06050256,0.0,0.09653836,0.7722519912465065
880,2210,0.0,0.0,0.0,0.047725998,0.07262057,0.015613564,0.28649637,0.57538766,0.039423823
1150,800,0.06540386,0.25908545,0.043100543,0.074982785,0.42404875,0.050744083,0.01609285,0.025255315,0.0
1970,2010,0.0,0.0,0.0,0.0,0.061141916,0.1575994,0.016647587,0.1485447,0.6203596419575192
480,590,0.4052011614236242,0.14484231,0.014716205,0.23187363,0.092989616,0.011222249,0.017202701,0.014417846,0.0
1700,170,0.023838146,0.3503986,0.41707796,0.0,0.051843833,0.051321108,0.0,0.0,0.0
70,2110,0.0,0.0,0.0,0.11375729,0.023626676,0.0,0.7066116876630004,0.06436032,0.0
60,360,0.6288576503462846,0.056357816,0.0,0.13250981,0.023673717,0.0,0.013295099,0.0,0.0
2040,50,0.0,0.12899157,0.7056215,0.0,0.023897167,0.04562088,0.0,0.0,0.0
2240,240,0.0,0.07133212,0.7747865,0.0,0.02426174,0.082215175,0.0,0.0,0.0
1050,1960,0.0,0.0,0.0,0.05633962,0.16905598,0.029275432,0.14730562,0.56372416,0.059800744
1950,2540,0.0,0.0,0.0,0.0,0.02152156,0.03366675,0.015380605,0.14991386,0.542032023945568
2690,940,0.0,0.0,0.11001813,0.0,0.021131998,0.29519394,0.0,0.0,0.022434691
1150,2460,0.0,0.0,0.0,0.01884237,0.038037598,0.018297145,0.108569615,0.66586185,0.08463198
1920,400,0.0,0.1649242,0.55028015,0.0,0.06128353,0.12281426,0.0,0.0,0.0
2170,470,0.0,0.0721489,0.5964925,0.0,0.03775584,0.16915599,0.0,0.0,0.0
80,1150,0.08613295,0.02272779,0.0,0.7535093,0.056238312,0.0,0.07273202,0.020095628,0.0
530,950,0.14367405,0.08128594,0.012933404,0.4385177,0.18829602,0.01512564,0.03907331,0.026884692,0.0
70,1790,0.0,0.0,0.0,0.30685008,0.03719232,0.0,0.44212723,0.047523443,0.0
2810,1950,0.0,0.0,0.0,0.0,0.0,0.10807514,0.0,0.016106728,0.17949007
900,270,0.25288165449367705,0.5894429,0.03650013,0.052437562,0.08509151,0.015857525,0.0,0.0,0.0
2040,2330,0.0,0.0,0.0,0.0,0.030993598,0.062454257,0.013350864,0.13007846,0.7733734427684065
1200,750,0.05801411,0.30629247,0.05332643,0.056709714,0.3795307,0.05352058,0.016430158,0.023082817,0.0
1640,1860,0.0,0.0,0.014813448,0.01965188,0.16511135,0.14259936,0.027632952,0.28595534,0.27415994
1800,1680,0.0,0.01824142,0.021485891,0.015721504,0.1682107,0.293406,0.017920842,0.1385564,0.23513764
1670,1910,0.0,0.0,0.0,0.016920635,0.13665359,0.13391346,0.026407944,0.2870416,0.30865264
860,2680,0.0,0.0,0.0,0.018233038,0.020568479,0.0,0.17544317,0.34895787,0.032165695
230,1780,0.0,0.0,0.0,0.32063666,0.05476826,0.0,0.45284128,0.07463956,0.0
570,1830,0.0,0.0,0.0,0.20859067,0.11523983,0.0,0.3983316,0.1969192,0.0
380,810,0.24982129,0.07546763,0.0,0.42195395,0.103997365,0.0104903625,0.027539557,0.018475698,0.0
910,720,0.13121422,0.2806314,0.027790071,0.122381665,0.29331213,0.02667883,0.018508863,0.02036719,0.0
310,1730,0.0,0.0,0.0,0.34960327,0.07239713,0.0,0.4011992,0.08282657,0.0
290,1580,0.024897287,0.017727677,0.0,0.5079076951231534,0.08565503,0.0,0.27906242,0.061373137,0.0
310,830,0.23802716,0.062075276,0.0,0.46419254,0.08424623,0.0,0.028148886,0.016836876,0.0
660,130,0.4467638846128483,0.35992768,0.020507602,0.052613333,0.045018874,0.0,0.0,0.0,0.0
620,730,0.23731236,0.15491594,0.0,0.25382122,0.17074655,0.0153556,0.020358162,0.018737815,0.0
670,2630,0.0,0.0,0.0,0.022178551,0.021695517,0.0,0.30193406,0.27013057,0.021041933
2090,750,0.0,0.05987636,0.31370798,0.0,0.074948154,0.37690467,0.0,0.0,0.019539908
2030,920,0.0,0.0530907,0.1804734,0.0,0.11129519,0.5273345,0.0,0.019824065,0.031564467
1800,410,0.0,0.22488676,0.44615382,0.0,0.08001983,0.114036724,0.0,0.0,0.0
1970,1860,0.0,0.0,0.016567435,0.0,0.08199216,0.24053712,0.015119918,0.12124818,0.4570270408568231
